region,start_date,end_date,uhi,ndvi_mean,ndvi_std,evi_mean,evi_std,evi2_mean,evi2_std,population_mean,population_std,albedo_mean,albedo_std,no2_mean,no2_std
0,2018-09-08,2018-10-08,0.9173748357769699,0.8501829935629077,0.751222523592316,0.7626795737298413,0.9010712232242937,0.8049098010488615,1.020408488083431,0.0,0.0,1.309738769952582,-0.4627207684730338,-0.6851025165264827,1.0345222264569411
0,2018-10-08,2018-11-07,0.004134084063090416,0.5051854792313841,0.3769627184009407,0.1476689495208066,0.3725233738539616,0.13910586280712964,0.31651381872429696,0.0,0.0,2.130323079214556,0.2656269714798199,0.9522567870998945,-0.47664524139208564
0,2018-11-07,2018-12-07,-0.011267860844367638,0.23755231021173165,0.024285360242921623,-0.5124040134321994,-0.7313965578497489,-0.4389821997113935,-0.6548762856164905,0.0,0.0,1.1446544592892414,-0.14037891823935006,0.7698645967971856,1.2222970890675584
0,2018-12-07,2019-01-06,-0.2809624894921157,-0.9230038910907139,-0.06047301192047318,-1.220372783541165,-0.5777905385848835,-1.19198068821158,-0.5779376096640666,0.0,0.0,0.39300080169690693,-0.8000605043529682,1.2282988572424156,3.282417114030186
0,2019-01-06,2019-02-05,0.5327185223397318,-1.4486111757646862,-0.7063045055010941,-1.429736270754888,-0.8182693854460127,-1.4442285329362115,-0.7950527671675434,0.0,0.0,-0.201501028779797,-1.5914467908347718,1.117012721698568,1.4739830109984102
0,2019-02-05,2019-03-07,1.2831548177372962,-0.5072803326762626,1.437187719894384,-0.804440188784274,0.9942921866797285,-0.735939435595497,1.14377235175327,0.0,0.0,-0.6293071487076157,0.7516299287033084,-0.1365224862711421,1.1706929375637276
0,2019-03-07,2019-04-06,0.5600934448714032,-1.2370148943924968,1.0174708685333629,-0.5756779829483327,1.1655323680877998,-0.6726250311568666,0.7630541966949922,0.0,0.0,-0.5367376595330402,0.2692651510577751,-1.0001085909565155,-0.6677553018586647
0,2019-04-06,2019-05-06,-0.3543758861789633,-0.830884178211004,-0.9904600913158904,-0.12706440829750582,-0.5715525990408101,-0.2672847032434242,-0.6563284806063456,0.0,0.0,0.7677637655960289,-0.46742222494624847,0.13847382088893861,0.27504481854638285
0,2019-05-06,2019-06-05,-0.3319634938415469,-0.9757807398683016,-0.8654652335241988,-0.2907219885600371,-0.7990202795533157,-0.4157987281542989,-0.9158396544261784,0.0,0.0,-0.06431984396391173,-0.6249488359518934,1.105983136214782,-0.9357077459793011
0,2019-06-05,2019-07-05,-0.39209850678595654,-0.9667956052295502,-1.2109491315032324,-0.2314704366745917,-0.8907033729095657,-0.34665751687982926,-0.9227534378945086,0.0,0.0,0.3376798270504688,-0.3234694747598151,1.5374716454797497,-1.0618245780971651
0,2019-07-05,2019-08-04,0.5601998018808003,1.2561705263023788,1.402847070314442,1.9309911778595112,2.0647288211688655,1.9168396917995534,2.029987446208424,0.0,0.0,-0.03678191048191374,0.44118672847471435,0.08764867478505886,-0.7011524201475458
0,2019-08-04,2019-09-03,0.4766927432932154,1.232828934958788,0.6182692916470125,1.4686552833677013,2.867252102518541,1.51907729823713,2.7495792689685965,0.0,0.0,-1.3308794376805178,1.0474716143548737,-1.0764492767363503,-1.3856523704251733
0,2019-09-03,2019-10-03,-0.577563821306775,1.0924121617228535,-1.0136411821911326,1.331345376202062,0.7242025262540581,1.4054017073919367,0.6258345299019331,0.0,0.0,-1.8061304844080233,3.759689242852291,-0.4971490961089424,-0.12144125159598089
0,2019-10-03,2019-11-02,-0.1397449450211574,0.27325386095484216,0.5749093875508341,-0.016328795860655505,0.619590286549089,0.04411250615405248,0.6313113407453845,0.0,0.0,0.9367990960429933,0.9504637973357125,-0.1837527824141267,-0.25015413647184653
0,2019-11-02,2019-12-02,-0.9553034683794837,0.5304522750808897,0.23444465845093487,-0.5834702925309015,-0.7309496857722575,-0.5031956039488802,-0.49764815114357835,0.0,0.0,1.48546203402619,-0.04829864006990933,0.3108050138896741,-0.2779409520435785
0,2019-12-02,2020-01-01,-0.22887962950891474,0.1060735914639903,0.2618252501881543,-0.7702491735812723,-0.46001240742706034,-0.7133194406565146,-0.3337509324565272,0.0,0.0,0.580402922795848,1.2521360998474564,0.6775797254804711,1.5490829213542852
0,2020-01-01,2020-01-31,-0.23089764164665647,-0.2912909501440533,1.172212585721976,-1.2310682077456674,0.4990197380887149,-1.15368451073349,0.5065369030032103,0.0,0.0,-1.8039019781508434,-0.8596619119113131,0.10949821530820908,1.8637824021599878
0,2020-01-31,2020-03-01,0.452687364875885,-0.977345594396431,0.903296458988787,-1.098797490830225,0.4556121429706221,-1.0858073282459726,0.5650184998111513,0.0,0.0,-1.4643483909688901,1.010498700660046,-0.8660120818962815,-0.4095952872344287
0,2020-03-01,2020-03-31,0.7437198484776862,0.14033807665905987,1.296544548073727,0.10088856752226774,0.9080718232280426,0.07638292335244454,1.0566725644071566,0.0,0.0,-0.7250991332134922,-0.45558218809867845,-1.6132823443692415,-0.7200553531058548
0,2020-03-31,2020-04-30,0.4601902479597305,-0.019191593635418492,0.4199023246117285,0.5067171879599645,-0.05791007448614079,0.3941788464345454,0.06695704060535854,0.0,0.0,1.100872666555175,0.20813322252474328,-2.4448751510857627,-0.9227112106168024
0,2020-04-30,2020-05-30,-0.10550503178230106,-0.4983916002505633,-0.37325589276427124,0.07881971558620306,-0.19231572582100206,-0.025887577021276864,-0.23717414158391098,0.0,0.0,-0.1679959060885699,-0.9260294369422392,-0.7822597612463201,-0.6102111385607343
0,2020-05-30,2020-06-29,0.5917755952865726,0.36965159018208876,-1.0530588746718264,0.9129767152377843,-0.8677159955434689,0.7599994331901708,-0.9112499913301275,0.0,0.0,-0.6318175710452671,1.4944921813092529,-0.2547006731754596,-0.6697010545079668
0,2020-06-29,2020-07-29,0.38104895216256285,1.2568223248312431,-0.02576485665540986,1.8804370260577579,-0.025859396556737812,1.8220425909165183,0.23829112501336444,0.0,0.0,-0.8310771272730592,-1.2556676640717706,-1.0548680953517076,-0.5081699153740036
0,2020-07-29,2020-08-28,-5.538521441182693,1.7064648150817323,2.7549834248779583,1.1328561596963185,0.9906518754056244,1.3308799856934015,0.9802895997071872,0.0,0.0,6.807410062103364e-15,0.0,-1.5665846636834189,-0.927255747360054
0,2020-08-28,2020-09-27,1.1552861681516917,1.560761912433102,0.9708675487831511,1.593177587977665,1.3029429720107422,1.579743092803244,1.427917292681469,0.0,0.0,0.10484807134158344,1.4286186800927165,-1.3387838392036122,-0.7931738822953316
0,2020-09-27,2020-10-27,0.06426583725856767,0.2954770371662478,0.24295474915158496,-0.16936587200643718,-0.35704650267800025,-0.12991476886241776,-0.22720950721129396,0.0,0.0,1.0236652099188697,0.11574042840510058,-0.6246367284183879,-0.5026931948839951
0,2020-10-27,2020-11-26,-0.2799976202407126,0.529768043559416,0.22230592368068994,0.12903571875171954,-0.635995050757936,0.11692238521234188,-0.5030364681375841,0.0,0.0,1.1615350375726792,-0.9766430302879239,-0.4866566277130194,-0.3179771309420056
0,2020-11-26,2020-12-26,-0.4264311288457977,-1.2875087295199186,0.2571253520048719,-1.3091155499280764,-0.7753337464685653,-1.201073703618961,-0.9520169432166911,0.0,0.0,0.08456826909664679,0.11155522622421958,0.32101507059810286,0.21213775035577773
0,2020-12-26,2021-01-25,0.2547715728726116,-0.7005909824925989,0.11675648042468059,-1.4529424189298934,-1.153541302270522,-1.393095811818553,-1.1495154662645601,0.0,0.0,-0.4561796906276128,-0.25365194268549124,1.1176683675212087,-0.6675544045536416
0,2021-01-25,2021-02-24,0.3727880588414021,-1.167257505724734,0.08524780100577768,-1.4152860006616748,0.11251684720828002,-1.3739229382013325,0.05455788879187608,0.0,0.0,-1.5170302472049082,-0.361196399562619,2.1927660732633183,0.015523278032283627
0,2021-02-24,2021-03-26,0.4236553770272888,-1.454250929419369,-1.2332403965207317,-1.0984261477865769,-0.8040475222497218,-1.1339248930615013,-0.8613331642657656,0.0,0.0,-0.38277301273138276,0.336297991196934,-1.0323427137914687,0.200882745613465
0,2021-03-26,2021-04-25,-0.07421315195245871,-1.615776648636789,-2.0495186328953445,-0.6762412157684746,-1.4754827808758386,-0.8026567869471661,-1.5818334355730042,0.0,0.0,-0.06854881728911005,0.16991831645811153,-0.17680173216205897,-0.22423743948965114
0,2021-04-25,2021-05-25,0.13572869594658007,-1.0744948125030938,-2.5625836988197968,-0.7058608647060908,-1.5618722983370756,-0.7521821296357603,-1.5782435353135682,0.0,0.0,-1.3302219551519943,-0.6588178974785917,0.13916429092718233,-1.0069866628459394
0,2021-05-25,2021-06-24,0.3005453010793992,-0.40282651711464473,-0.9517583863384388,0.26326878355570993,-1.0203963383091903,0.14311646074700368,-0.8680635289734894,0.0,0.0,-0.7109203973076008,-0.31827456230549755,0.393440005016105,-1.5148020810086291
0,2021-06-24,2021-07-24,-0.6404595011128216,-0.2522718181248271,0.32787219702182085,0.40542522931732694,-0.41983145918972575,0.4180854631786814,-0.4980204423555605,0.0,0.0,1.2398755233664862,-0.9453997564082394,0.7225735698781699,-0.5723139857602717
0,2021-07-24,2021-08-23,0.7510954751764337,0.7260698522746568,-0.0031650888113541288,1.5334532484577013,1.26054658625029,1.4911432230917756,1.2806307835664457,0.0,0.0,0.5860802839822536,-1.0253865840458356,-0.3320937212003017,-0.03174782511644594
0,2021-08-23,2021-09-22,0.27462499113584926,2.5006432847274653,-0.35300423441022616,1.7310857700469586,1.7220061757511869,1.8806092580453193,1.5390042748949169,0.0,0.0,-1.0381752646008715,1.3685599519464142,-0.8509533049007391,0.4829612602415642
0,2021-09-22,2021-10-22,0.3231775034317676,1.4741061873126515,0.3272998838763153,0.9912179499868435,0.258696683975906,1.007956964921232,0.3873446541518188,0.0,0.0,1.0231642740752307,-0.7258779164088052,0.4179865295129679,0.3202909693639114
0,2021-10-22,2021-11-21,-0.33170105396752997,0.6687181580098134,-0.41609965483696665,0.0876979786560644,-0.6569754757653526,0.13263144565107013,-0.547078520699357,0.0,0.0,1.5914424010315855,-0.033720712112019,1.102663865957232,0.8191197167205191
0,2021-11-21,2021-12-21,0.022886943806222783,-0.36079066840049745,-1.1538706484672108,-1.005803048241818,-1.1057231567096106,-0.9247228177755377,-1.1464299028484077,0.0,0.0,-0.16165686047795205,0.10176283683971273,0.9796942221388334,1.6619657667652543
0,2021-12-21,2022-01-20,-0.14272951136250778,-0.3215742481313051,-0.7741806058907921,-0.2635548479194573,-0.5295160806231993,-0.27625379425992763,-0.9682897009657335,0.0,0.0,-1.1064726269189518,-1.8283909098161697,1.582070997513271,0.6927563043968492
